EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
5152,34,Non-binary,Germany,Software Engineer,Customer Support,20,46.0,No,6.22,7.55,6.86,5.57,7.3,4.8,55,Yes,8.08,No,5,<40K,3.25,14,7.62,0
5153,21,Prefer not to say,USA,Sales Executive,Marketing,2,52.4,Yes,5.35,4.81,5.32,5.46,6.8,3.7,72,Yes,6.71,Yes,2,80K-100K,5.87,4,7.65,0
5154,53,Prefer not to say,India,HR Specialist,Finance,6,53.8,No,5.77,8.41,6.86,6.43,5.9,3.8,45,Yes,5.37,Yes,5,40K-60K,6.48,6,3.45,0
5155,39,Female,India,Data Scientist,Customer Support,2,42.2,Hybrid,4.31,6.85,4.64,5.2,7.1,2.0,47,No,5.3,Yes,6,40K-60K,8.76,10,7.23,0
5156,38,Prefer not to say,Germany,Customer Success,Operations,2,49.4,Yes,5.34,4.73,3.34,7.42,4.5,8.3,39,No,6.91,No,7,100K+,4.99,18,2.37,0
5157,31,Female,Australia,Operations Lead,Customer Support,2,46.8,Hybrid,4.94,8.55,6.39,7.32,6.8,2.1,50,No,3.17,Yes,1,80K-100K,7.98,17,2.4,0
5158,51,Male,India,Product Manager,Engineering,8,47.6,Hybrid,6.78,7.73,8.02,6.27,7.2,1.0,71,Yes,9.46,No,4,100K+,3.53,13,6.67,0
5159,30,Male,India,Marketing Manager,Operations,10,41.8,Yes,4.82,6.94,3.25,7.72,5.6,3.7,48,Yes,5.57,No,7,60K-80K,6.11,14,8.29,0
5160,40,Female,Australia,Software Engineer,Finance,0,37.8,No,4.77,3.91,4.42,6.0,4.9,5.1,38,No,6.75,Yes,7,60K-80K,6.76,14,7.57,0
5161,38,Non-binary,India,Operations Lead,Marketing,4,52.7,Yes,5.63,6.28,5.43,4.34,6.8,3.0,81,No,5.93,No,5,80K-100K,6.06,10,2.93,0
5162,41,Male,UK,Software Engineer,Customer Support,1,38.2,Hybrid,5.02,6.17,4.89,3.97,7.9,2.4,35,Yes,4.65,Yes,4,60K-80K,5.28,23,5.49,0
5163,36,Male,UK,Operations Lead,Customer Support,0,51.1,No,7.17,4.92,7.6,5.61,6.8,4.0,81,Yes,9.65,No,3,<40K,1.0,9,4.78,0
5164,38,Non-binary,Canada,Data Scientist,Customer Support,1,43.3,No,4.95,6.78,5.19,7.22,7.5,2.4,0,Yes,4.79,Yes,2,<40K,5.36,20,4.15,0
5165,40,Female,Australia,Operations Lead,Operations,6,42.3,Hybrid,5.75,5.93,4.95,5.78,6.3,2.4,16,No,6.26,Yes,4,<40K,1.81,11,2.63,0
5166,39,Female,Canada,Customer Success,Marketing,9,37.2,No,4.63,7.64,4.79,5.13,6.9,5.4,21,Yes,6.11,No,7,60K-80K,5.94,14,7.26,0
5167,28,Prefer not to say,Germany,Software Engineer,Customer Support,4,32.4,Hybrid,3.98,5.73,5.54,7.04,6.7,5.0,23,Yes,4.92,Yes,2,80K-100K,9.53,11,6.02,0
5168,48,Prefer not to say,Canada,Software Engineer,Engineering,1,47.9,Yes,5.94,9.57,8.77,5.75,6.6,4.0,0,No,7.97,No,3,80K-100K,7.66,15,4.78,0
5169,30,Male,Australia,Marketing Manager,Engineering,1,38.3,Yes,6.4,3.98,8.37,7.8,7.4,3.2,44,Yes,5.66,Yes,3,80K-100K,3.06,11,3.6,0
5170,31,Male,USA,Marketing Manager,HR,0,44.9,Yes,5.41,5.25,6.09,5.36,6.7,0.0,51,No,4.96,No,2,100K+,6.45,23,3.75,0
5171,43,Male,Australia,Customer Success,Customer Support,4,44.7,Hybrid,4.64,5.56,3.71,7.15,6.9,2.6,36,No,3.64,Yes,3,100K+,5.74,18,5.78,0
5172,26,Female,USA,Customer Success,Engineering,10,46.9,Hybrid,4.98,5.15,3.11,4.42,5.3,4.0,19,Yes,6.0,Yes,1,100K+,5.12,8,3.49,0
5173,33,Non-binary,Germany,HR Specialist,Marketing,2,42.5,Yes,6.32,7.73,6.06,4.7,5.3,3.9,51,No,5.36,Yes,5,100K+,3.06,3,5.42,0
5174,36,Male,Canada,Operations Lead,Operations,0,55.2,No,4.83,4.71,2.72,6.22,8.6,3.3,55,No,10.0,No,5,60K-80K,4.23,11,6.43,0
5175,40,Prefer not to say,Canada,Software Engineer,Customer Support,6,46.6,Hybrid,5.68,4.51,5.45,5.25,5.6,4.8,83,Yes,5.92,No,4,80K-100K,4.31,15,5.31,0
5176,40,Male,India,Sales Executive,Engineering,2,48.8,Hybrid,6.47,5.4,8.1,4.55,5.6,6.2,23,No,7.67,No,2,<40K,5.03,16,5.84,0
5177,42,Female,Canada,HR Specialist,HR,3,46.5,Yes,4.76,6.64,4.72,6.16,7.5,1.3,59,Yes,5.78,Yes,5,80K-100K,6.35,13,6.84,0
5178,39,Non-binary,USA,Data Scientist,Marketing,7,39.2,Hybrid,4.49,5.77,5.79,6.16,8.0,6.8,44,Yes,8.55,No,2,100K+,8.15,10,6.18,0
5179,41,Female,UK,Data Scientist,Engineering,1,43.0,No,4.84,6.56,4.46,7.18,7.7,4.0,30,No,1.56,Yes,8,100K+,5.26,17,6.74,0
5180,46,Female,Germany,Product Manager,Marketing,1,38.6,No,4.98,10.0,6.38,6.14,6.3,5.3,0,No,7.19,No,5,40K-60K,6.39,9,6.44,0
5181,26,Non-binary,UK,HR Specialist,Engineering,0,46.0,Hybrid,6.61,7.32,9.54,3.69,5.7,2.8,30,No,5.7,Yes,5,40K-60K,7.4,13,5.41,0
5182,43,Prefer not to say,UK,HR Specialist,Customer Support,7,34.8,Hybrid,5.47,8.24,4.98,6.07,6.2,5.0,16,Yes,5.36,No,3,40K-60K,2.71,14,5.44,0
5183,23,Prefer not to say,UK,Product Manager,Sales,3,51.9,Yes,4.94,7.68,2.32,6.53,7.6,5.8,54,No,4.51,No,6,80K-100K,3.61,27,8.06,0
5184,46,Male,India,Marketing Manager,Operations,1,50.7,Yes,6.47,6.58,8.65,6.05,6.6,6.1,38,Yes,1.0,No,5,40K-60K,6.36,7,6.46,0
5185,44,Male,UK,Software Engineer,Finance,4,41.2,Hybrid,4.7,7.0,3.48,4.73,6.2,5.7,59,Yes,1.2,No,1,<40K,5.28,13,8.42,0
5186,34,Female,Canada,Operations Lead,Engineering,0,35.1,Hybrid,4.71,5.99,5.7,5.74,7.7,2.0,64,No,7.52,Yes,1,100K+,5.94,16,7.9,0
5187,33,Female,UK,Marketing Manager,Operations,12,39.8,Hybrid,5.95,4.97,7.42,4.87,3.9,5.3,12,Yes,4.91,Yes,6,60K-80K,6.2,5,6.87,0
5188,53,Non-binary,USA,Sales Executive,Finance,0,33.3,No,5.39,7.62,9.24,8.18,6.5,4.8,24,Yes,5.29,No,4,<40K,8.25,7,6.19,0
5189,30,Male,Germany,Operations Lead,Customer Support,1,37.2,Yes,3.06,5.9,2.15,2.74,7.3,5.6,62,No,5.46,Yes,4,60K-80K,9.39,10,10.0,0
5190,21,Prefer not to say,India,HR Specialist,Customer Support,1,37.7,Hybrid,5.78,8.13,8.79,6.65,6.1,4.8,31,Yes,7.55,Yes,0,<40K,7.31,11,7.64,0
5191,40,Female,India,Data Scientist,Sales,0,37.1,Yes,4.46,5.2,4.42,6.6,7.0,3.9,62,No,5.37,No,2,60K-80K,5.96,14,4.6,0
5192,26,Female,India,Customer Success,Engineering,1,41.3,No,4.62,6.14,3.24,6.15,6.7,1.3,23,Yes,6.11,Yes,2,80K-100K,4.77,3,4.64,0
5193,31,Prefer not to say,UK,HR Specialist,Marketing,0,50.4,Yes,4.02,5.81,3.16,5.83,7.2,3.3,62,No,5.99,No,1,100K+,8.15,13,3.82,0
5194,35,Prefer not to say,Australia,Customer Success,Operations,0,53.0,Hybrid,5.59,7.2,5.17,5.83,6.0,4.2,53,Yes,4.24,No,4,40K-60K,6.38,9,3.7,0
5195,23,Non-binary,USA,Sales Executive,Sales,2,36.8,Yes,5.02,4.57,7.75,5.6,7.4,4.8,51,Yes,2.3,Yes,3,<40K,8.35,17,8.61,0
5196,43,Female,Germany,Software Engineer,Operations,6,46.4,No,5.47,5.83,5.46,7.09,6.3,6.3,5,No,2.4,Yes,8,<40K,5.41,17,3.9,0
5197,31,Non-binary,India,Software Engineer,Finance,0,50.4,Hybrid,6.8,6.48,8.53,7.14,6.6,5.6,4,Yes,8.39,No,4,40K-60K,4.14,14,5.6,0
5198,42,Non-binary,Germany,Product Manager,Finance,0,49.5,No,6.0,8.87,8.39,5.81,7.1,0.7,0,Yes,5.14,No,4,40K-60K,6.01,6,3.38,0
5199,34,Prefer not to say,Australia,Product Manager,Operations,0,46.4,No,4.46,2.79,3.42,6.78,8.1,4.7,52,No,4.05,Yes,7,60K-80K,6.25,28,5.82,0
5200,29,Non-binary,Germany,Data Scientist,Operations,2,42.8,Hybrid,4.33,5.02,2.95,8.82,6.7,3.5,41,Yes,3.28,Yes,4,60K-80K,5.83,15,6.78,0
5201,26,Prefer not to say,UK,HR Specialist,HR,16,34.9,Hybrid,4.56,7.93,4.22,6.39,6.5,3.7,37,Yes,6.69,No,4,100K+,5.01,13,3.84,0
5202,30,Prefer not to say,Australia,Sales Executive,Operations,1,45.2,Yes,5.42,9.19,5.96,6.9,5.6,3.0,12,Yes,4.38,Yes,4,80K-100K,6.25,12,6.15,0
5203,41,Non-binary,Australia,Data Scientist,Marketing,1,46.5,No,4.94,7.31,5.32,5.8,5.9,5.7,35,No,4.81,No,3,60K-80K,6.68,16,6.32,0
5204,39,Male,Australia,Operations Lead,Marketing,4,44.0,No,6.77,8.05,10.0,6.56,5.5,4.4,29,No,7.08,Yes,3,<40K,5.93,18,6.64,0
5205,24,Male,India,Marketing Manager,Marketing,0,41.4,No,3.65,5.08,2.27,5.9,7.3,3.0,35,No,4.81,Yes,2,100K+,8.01,12,3.54,0
5206,42,Prefer not to say,India,Data Scientist,Finance,2,40.7,Hybrid,5.17,5.74,5.71,5.68,5.4,5.9,64,Yes,6.8,No,4,100K+,5.8,15,6.24,0
5207,47,Prefer not to say,Germany,Operations Lead,Marketing,10,40.8,Hybrid,5.44,8.13,7.75,6.78,7.2,3.0,52,No,3.8,Yes,3,80K-100K,7.77,18,8.07,0
5208,28,Female,USA,Data Scientist,Product,1,42.7,No,6.33,5.57,7.91,7.1,7.7,0.4,54,No,2.13,Yes,6,<40K,2.63,8,9.51,0
5209,40,Female,India,Operations Lead,Operations,4,49.8,Hybrid,5.28,6.03,4.42,7.09,7.8,5.2,26,Yes,7.94,No,2,<40K,4.42,19,5.48,0
5210,34,Non-binary,UK,Customer Success,Sales,1,30.8,Hybrid,5.28,5.7,5.26,7.05,6.4,5.0,71,No,5.48,Yes,5,80K-100K,3.19,13,7.83,0
5211,27,Female,Canada,Sales Executive,Engineering,1,41.1,Hybrid,4.5,6.52,5.44,4.97,5.2,1.9,20,No,3.49,No,4,<40K,8.89,19,8.4,0
5212,38,Female,India,Marketing Manager,Customer Support,3,40.3,Yes,5.25,5.02,6.83,4.94,7.0,4.9,60,Yes,5.65,No,2,60K-80K,7.7,28,7.5,0
5213,26,Prefer not to say,Germany,HR Specialist,Marketing,3,50.4,Yes,4.17,7.33,4.37,6.65,8.2,3.5,66,Yes,6.93,Yes,5,40K-60K,7.93,22,5.96,0
5214,33,Non-binary,Germany,HR Specialist,Sales,1,39.4,No,5.56,6.53,7.73,5.57,6.1,4.5,36,Yes,7.05,Yes,0,<40K,7.13,20,7.44,0
5215,37,Female,USA,HR Specialist,HR,13,40.5,Yes,4.71,7.93,3.39,5.1,6.0,2.1,36,Yes,4.2,Yes,0,40K-60K,4.6,28,5.01,0
5216,41,Prefer not to say,USA,Sales Executive,Finance,1,53.2,No,5.85,8.23,7.19,5.46,7.9,6.0,39,Yes,7.96,Yes,1,100K+,6.2,10,6.19,0
5217,36,Female,UK,Data Scientist,HR,7,52.8,No,5.82,6.92,5.33,6.5,7.3,0.9,71,Yes,5.58,Yes,5,<40K,4.6,16,6.87,0
5218,39,Male,USA,Operations Lead,Sales,5,52.2,Hybrid,5.08,6.17,3.97,6.34,5.5,5.9,18,No,4.7,No,3,40K-60K,7.76,12,8.68,0
5219,31,Male,Australia,Operations Lead,Finance,2,45.0,Hybrid,4.44,6.34,3.76,5.72,6.6,7.5,79,No,6.56,Yes,2,<40K,8.32,22,5.61,0
5220,30,Prefer not to say,India,HR Specialist,Operations,1,53.1,Yes,5.53,5.05,6.17,4.59,7.3,5.0,69,Yes,8.5,No,3,<40K,6.42,7,7.04,0
5221,33,Prefer not to say,Australia,Sales Executive,Sales,10,52.6,Yes,6.64,3.69,9.28,6.13,5.7,3.3,32,No,6.41,Yes,4,80K-100K,6.85,20,8.89,0
5222,30,Prefer not to say,Germany,Data Scientist,HR,4,51.7,No,5.12,8.55,3.6,5.84,6.6,5.1,57,Yes,4.25,No,8,40K-60K,5.06,17,8.79,0
5223,43,Non-binary,Canada,Operations Lead,Customer Support,5,58.7,Hybrid,5.46,9.5,4.73,5.56,5.7,4.5,76,Yes,5.85,Yes,4,40K-60K,6.25,7,9.89,0
5224,42,Non-binary,India,Sales Executive,Product,6,48.0,No,6.68,3.15,9.33,5.57,6.6,4.0,54,No,5.11,Yes,6,60K-80K,4.85,7,8.18,0
5225,34,Prefer not to say,Canada,HR Specialist,Product,1,40.9,No,4.31,5.03,5.96,6.28,7.5,4.0,53,No,4.81,No,1,100K+,9.24,18,3.46,0
5226,39,Prefer not to say,India,Data Scientist,Marketing,0,46.9,Yes,5.16,6.26,7.31,3.8,9.0,5.2,51,Yes,4.75,Yes,2,60K-80K,7.44,11,6.47,0
5227,39,Male,India,Data Scientist,Engineering,0,36.5,Hybrid,5.31,10.0,8.24,6.57,7.1,3.1,27,Yes,5.98,No,4,40K-60K,6.61,16,5.92,0
5228,24,Female,UK,Sales Executive,Operations,0,40.7,Hybrid,5.36,8.23,5.24,5.38,8.0,2.4,54,Yes,7.51,No,5,80K-100K,2.99,10,6.49,0
5229,30,Male,India,Customer Success,Marketing,0,33.7,Yes,5.0,5.11,6.06,6.9,7.7,5.0,76,Yes,8.03,No,3,80K-100K,5.51,26,5.98,0
5230,45,Male,UK,Product Manager,HR,3,52.7,Yes,6.49,6.25,6.53,5.85,7.7,4.1,26,Yes,7.93,No,3,80K-100K,3.31,15,5.06,0
5231,35,Non-binary,Australia,Marketing Manager,HR,5,43.0,Hybrid,5.18,6.64,5.94,5.8,5.4,3.3,20,Yes,3.66,Yes,3,80K-100K,8.41,14,5.12,0
5232,23,Female,India,HR Specialist,Product,0,39.2,Hybrid,5.1,8.87,4.5,6.59,4.7,4.0,74,No,4.48,No,4,<40K,5.97,15,7.36,0
5233,36,Female,UK,Sales Executive,Sales,2,47.2,Yes,4.61,5.6,5.83,6.57,6.8,2.5,38,Yes,5.61,No,0,60K-80K,10.0,15,5.97,0
5234,31,Female,Australia,Product Manager,Product,1,43.6,No,5.08,6.23,6.04,6.36,7.2,1.6,41,No,9.58,No,3,60K-80K,6.25,16,5.39,0
5235,39,Male,USA,Data Scientist,HR,0,45.8,Hybrid,6.04,5.93,6.6,6.52,7.3,4.5,54,No,2.43,No,8,60K-80K,3.83,12,5.12,0
5236,29,Female,USA,HR Specialist,Finance,1,41.8,Hybrid,4.42,4.95,3.95,5.25,6.8,4.3,81,No,8.14,Yes,0,100K+,7.81,13,9.62,0
5237,21,Male,Germany,Customer Success,Product,6,37.7,Hybrid,4.8,4.45,5.2,6.2,5.6,3.8,43,No,3.42,No,5,100K+,5.87,18,3.64,0
5238,42,Prefer not to say,USA,Sales Executive,Customer Support,0,43.0,No,6.27,6.82,7.72,7.1,5.7,3.4,60,Yes,7.93,Yes,3,60K-80K,4.94,13,6.23,0
5239,32,Prefer not to say,Canada,Product Manager,Marketing,0,51.4,No,5.92,7.04,7.3,6.24,6.8,2.0,39,No,5.58,No,2,60K-80K,6.38,24,5.7,0
5240,35,Prefer not to say,India,Product Manager,Product,0,34.2,Hybrid,4.97,7.0,3.9,7.22,5.5,4.5,83,Yes,7.14,No,0,<40K,3.25,8,6.87,0
5241,36,Male,Australia,Marketing Manager,HR,0,51.5,Hybrid,4.78,5.49,5.02,6.53,7.5,6.1,63,No,8.27,Yes,5,40K-60K,9.24,16,7.44,0
5242,49,Prefer not to say,Australia,HR Specialist,HR,0,51.9,Yes,6.55,5.41,6.89,6.44,6.7,6.2,48,No,3.83,Yes,2,100K+,2.74,13,4.7,0
5243,39,Non-binary,Germany,Marketing Manager,Engineering,3,46.4,No,4.71,7.59,3.86,4.49,5.8,3.8,44,No,7.38,Yes,0,<40K,6.26,17,5.09,0
5244,41,Prefer not to say,UK,Marketing Manager,Engineering,0,49.1,No,5.42,7.6,6.83,4.86,6.7,3.0,27,Yes,5.45,Yes,2,40K-60K,7.72,17,2.9,0
5245,24,Non-binary,Australia,Product Manager,Sales,2,52.1,Hybrid,5.47,5.36,4.16,7.09,5.6,5.5,49,Yes,3.27,No,3,40K-60K,5.12,18,6.55,0
5246,33,Prefer not to say,Germany,Data Scientist,Sales,7,44.5,Hybrid,6.45,3.89,6.12,9.15,5.5,3.5,38,No,4.87,No,1,80K-100K,2.4,13,5.44,0
5247,26,Male,Australia,Customer Success,HR,0,44.8,Yes,5.37,5.42,6.49,5.18,7.8,3.6,80,Yes,6.49,Yes,3,60K-80K,6.42,7,5.82,0
5248,25,Non-binary,Australia,Marketing Manager,Customer Support,1,33.1,No,4.67,6.39,5.73,6.33,6.4,4.4,57,No,7.73,Yes,8,<40K,7.74,17,4.96,0
5249,40,Non-binary,India,Sales Executive,HR,8,48.7,No,5.65,6.85,7.1,7.65,7.3,2.1,74,Yes,10.0,No,5,100K+,7.43,18,1.84,0
5250,47,Male,Australia,Product Manager,Operations,5,45.2,Hybrid,6.1,5.46,7.45,6.76,5.5,4.9,21,No,6.19,Yes,2,80K-100K,4.88,16,6.11,0
5251,33,Non-binary,USA,Customer Success,Operations,17,44.0,Hybrid,4.83,5.77,4.96,8.53,5.9,4.2,34,Yes,5.16,No,4,40K-60K,7.36,8,6.13,0
5252,30,Prefer not to say,Australia,Software Engineer,Product,3,45.8,No,5.3,4.74,6.48,6.76,6.9,1.1,0,Yes,6.64,Yes,4,<40K,5.44,12,10.0,0
5253,44,Female,India,Product Manager,HR,0,43.4,No,4.31,9.22,3.42,5.11,5.9,4.3,0,No,10.0,Yes,4,<40K,8.91,13,4.65,0
5254,36,Male,UK,Customer Success,Product,0,53.2,Yes,6.37,6.09,8.51,6.68,7.5,4.4,43,Yes,7.81,Yes,6,40K-60K,6.53,23,4.98,0
5255,42,Non-binary,UK,Software Engineer,Finance,14,45.9,Hybrid,5.13,7.77,4.42,4.8,8.1,4.9,61,No,4.75,No,5,60K-80K,3.71,14,5.87,0
5256,26,Female,India,HR Specialist,Customer Support,11,54.4,Yes,5.87,8.39,5.78,6.42,6.7,5.5,27,No,6.72,No,4,80K-100K,4.67,22,9.45,0
5257,21,Female,Australia,Sales Executive,Operations,7,38.8,Hybrid,5.22,4.72,6.58,7.81,6.9,5.4,46,Yes,6.1,No,4,40K-60K,5.72,13,9.88,0
5258,43,Prefer not to say,Australia,HR Specialist,Marketing,1,39.7,No,5.79,5.07,7.46,4.51,5.6,6.2,55,No,5.84,Yes,1,60K-80K,7.36,7,7.29,0
5259,39,Female,Australia,Marketing Manager,HR,0,34.5,No,3.66,7.96,2.68,5.91,6.1,4.8,63,Yes,5.04,Yes,4,40K-60K,6.21,8,6.28,0
5260,43,Prefer not to say,USA,HR Specialist,Operations,5,55.4,Yes,5.83,4.3,7.59,6.73,6.9,4.3,29,No,7.75,No,1,100K+,7.53,21,6.11,0
5261,44,Female,Australia,HR Specialist,Operations,3,49.6,Hybrid,5.63,5.45,5.3,4.27,6.7,5.4,56,No,3.87,No,6,40K-60K,5.06,18,7.49,0
5262,40,Female,USA,HR Specialist,Engineering,2,37.0,Yes,3.24,4.95,1.0,7.0,7.5,5.8,21,Yes,6.65,No,2,40K-60K,6.71,16,6.21,0
5263,27,Female,UK,Operations Lead,HR,8,42.0,No,5.12,5.33,5.25,6.54,7.3,6.4,79,Yes,3.02,Yes,5,100K+,5.49,15,5.79,0
5264,33,Non-binary,Australia,Product Manager,Sales,0,42.1,No,4.94,5.39,5.33,6.49,6.5,1.9,52,Yes,7.67,Yes,6,80K-100K,6.69,19,4.47,0
5265,48,Non-binary,Canada,Data Scientist,Sales,4,49.6,Yes,5.52,4.51,8.28,5.88,5.9,2.3,70,No,5.42,Yes,4,100K+,10.0,15,7.8,0
5266,33,Prefer not to say,USA,Customer Success,Product,3,38.6,Hybrid,5.04,8.64,7.26,6.1,7.0,5.2,65,No,8.66,No,7,<40K,8.26,16,4.3,0
5267,36,Female,Canada,Sales Executive,Finance,0,44.1,No,5.81,7.19,8.61,5.23,7.5,3.9,19,No,5.17,Yes,2,80K-100K,6.12,17,8.22,0
5268,50,Male,Australia,Software Engineer,HR,4,43.0,Yes,4.68,7.33,5.48,3.89,6.6,3.6,39,Yes,7.26,Yes,6,100K+,8.11,13,6.04,0
5269,21,Prefer not to say,Germany,Data Scientist,Marketing,2,46.8,No,5.38,6.1,7.39,7.75,6.9,3.1,82,No,4.04,Yes,6,<40K,7.63,19,5.1,0
5270,38,Male,Canada,Data Scientist,Sales,0,48.3,Hybrid,4.95,6.33,4.87,5.96,6.8,6.0,17,No,4.46,Yes,5,40K-60K,5.54,19,3.72,0
5271,40,Prefer not to say,India,Sales Executive,Customer Support,2,49.9,No,4.66,7.06,2.81,4.19,6.5,4.4,15,Yes,8.19,Yes,5,60K-80K,7.04,11,4.94,0
5272,39,Non-binary,Germany,Operations Lead,Customer Support,1,45.7,Hybrid,5.84,7.32,4.84,3.6,3.9,3.0,14,Yes,6.67,Yes,2,40K-60K,4.87,6,7.02,0
5273,44,Non-binary,India,Software Engineer,Customer Support,10,39.5,Hybrid,4.79,9.35,6.95,3.62,7.1,4.1,78,Yes,6.16,No,3,80K-100K,8.45,10,5.42,0
5274,37,Male,India,Customer Success,Marketing,0,34.9,Hybrid,4.66,5.11,5.42,5.59,7.6,5.5,25,Yes,8.58,No,2,100K+,6.94,12,6.32,0
5275,21,Non-binary,Canada,HR Specialist,Product,14,36.6,Yes,5.48,7.7,7.85,7.21,7.7,3.9,48,No,5.71,No,2,60K-80K,5.25,19,7.39,0
5276,41,Non-binary,UK,Product Manager,Finance,2,42.8,No,5.04,7.89,5.33,6.12,6.4,4.0,38,Yes,4.87,No,3,60K-80K,7.93,7,4.65,0
5277,32,Prefer not to say,USA,Marketing Manager,Sales,1,45.5,No,5.71,6.38,6.82,5.82,5.8,4.6,5,No,9.91,Yes,4,80K-100K,6.58,28,5.72,0
5278,52,Prefer not to say,Canada,HR Specialist,Customer Support,4,50.4,No,5.8,8.17,5.73,7.73,6.3,5.8,86,No,4.88,Yes,7,80K-100K,4.54,17,9.86,0
5279,32,Non-binary,Germany,Marketing Manager,Engineering,0,42.4,Yes,5.14,6.35,7.25,6.93,6.8,3.1,27,Yes,8.14,No,4,80K-100K,7.52,22,4.29,0
5280,26,Male,USA,Sales Executive,HR,2,48.0,No,4.13,6.87,2.94,5.56,6.8,4.8,48,No,5.13,Yes,3,<40K,7.81,12,3.64,0
5281,49,Prefer not to say,Australia,Customer Success,Product,0,46.1,No,5.65,5.76,6.68,7.62,6.7,5.9,19,No,2.91,No,8,<40K,6.58,12,7.9,0
5282,34,Non-binary,India,Operations Lead,Customer Support,7,33.7,Yes,5.57,5.33,9.58,6.47,7.8,2.1,27,Yes,4.67,Yes,5,100K+,5.92,6,4.85,0
5283,39,Male,Australia,Operations Lead,Sales,0,37.6,Yes,4.9,8.0,5.56,7.11,6.2,4.0,32,Yes,9.62,No,2,80K-100K,6.44,14,5.63,0
5284,44,Prefer not to say,USA,Operations Lead,Marketing,5,48.7,Yes,4.65,4.21,2.63,6.03,5.3,5.3,27,No,3.38,Yes,2,100K+,6.76,25,5.09,0
5285,41,Prefer not to say,USA,Marketing Manager,Engineering,6,50.5,No,5.41,6.8,5.51,5.71,6.5,2.1,6,Yes,10.0,No,2,40K-60K,6.89,12,3.08,0
5286,37,Prefer not to say,USA,Data Scientist,Marketing,0,55.8,Yes,5.31,4.67,4.41,4.96,7.4,5.2,48,Yes,6.03,No,5,60K-80K,5.63,23,6.2,0
5287,48,Male,Germany,Product Manager,Engineering,4,42.9,Hybrid,5.09,5.25,5.77,6.73,7.9,5.7,62,No,8.06,No,5,100K+,6.37,12,4.02,0
5288,37,Prefer not to say,India,Sales Executive,HR,4,48.2,Yes,5.93,3.61,4.45,6.54,6.6,4.4,0,Yes,6.37,No,5,80K-100K,2.82,21,6.04,0
5289,38,Male,Germany,Sales Executive,Sales,3,46.7,Hybrid,4.92,6.98,5.42,7.88,7.2,4.9,40,No,4.64,No,5,80K-100K,6.24,19,4.09,0
5290,49,Female,Canada,Sales Executive,Marketing,5,30.8,No,5.71,6.06,7.07,5.09,5.9,7.3,20,Yes,3.21,Yes,3,60K-80K,4.27,9,6.66,0
5291,32,Male,Germany,Sales Executive,Product,0,45.3,Yes,4.89,8.88,4.56,6.84,6.3,3.8,34,Yes,8.12,Yes,4,<40K,5.94,18,3.25,0
5292,36,Female,UK,HR Specialist,Finance,1,40.6,Hybrid,5.98,3.27,8.05,6.04,6.7,4.6,21,Yes,7.94,Yes,3,<40K,4.54,14,2.42,0
5293,30,Non-binary,Germany,HR Specialist,Marketing,4,40.0,No,5.64,7.82,5.78,4.86,6.9,3.4,12,No,5.69,Yes,6,<40K,3.36,18,5.24,0
5294,31,Female,Australia,Marketing Manager,Product,0,36.6,Hybrid,4.99,8.0,4.97,5.45,6.3,9.2,89,Yes,5.95,No,4,<40K,4.45,15,8.15,0
5295,38,Non-binary,Canada,Software Engineer,Sales,4,43.3,No,5.51,5.49,8.13,3.25,6.4,4.8,50,Yes,3.72,Yes,2,40K-60K,9.53,14,8.41,0
5296,22,Non-binary,Canada,Operations Lead,Operations,0,36.0,Hybrid,4.01,6.2,4.82,5.66,5.8,3.2,52,Yes,4.43,Yes,2,80K-100K,9.83,15,4.24,0
5297,35,Female,Germany,Data Scientist,Sales,5,41.8,Hybrid,5.75,3.95,6.92,6.33,5.5,3.0,59,No,8.3,No,4,100K+,5.13,12,5.12,0
5298,36,Prefer not to say,India,Customer Success,Product,0,44.2,Hybrid,4.12,5.48,3.44,6.15,6.3,5.8,29,Yes,4.69,Yes,2,80K-100K,7.46,26,8.3,0
5299,34,Prefer not to say,UK,Operations Lead,Finance,1,44.1,Hybrid,5.67,6.24,7.5,3.74,7.7,1.5,51,No,5.26,Yes,1,100K+,4.44,5,5.63,0
5300,30,Prefer not to say,USA,Product Manager,Sales,6,41.5,No,5.66,7.13,6.61,6.51,6.3,3.8,51,Yes,3.81,Yes,4,60K-80K,4.74,11,6.85,0
5301,34,Male,UK,Sales Executive,Finance,6,42.9,No,5.56,6.64,8.0,5.12,6.2,3.9,90,No,5.4,No,6,40K-60K,6.71,20,8.04,0
5302,40,Non-binary,USA,Data Scientist,Engineering,2,52.0,Yes,6.16,8.98,7.32,6.2,5.9,3.8,29,No,3.75,Yes,2,100K+,5.28,15,4.66,0
5303,47,Male,UK,Marketing Manager,Sales,0,38.2,Yes,5.04,5.13,8.07,7.53,8.3,6.4,50,Yes,3.06,No,2,100K+,8.17,13,3.92,0
5304,53,Prefer not to say,Germany,Product Manager,HR,0,30.2,Yes,5.24,4.84,6.9,7.3,6.5,5.3,65,No,7.36,Yes,3,60K-80K,5.06,17,3.41,0
